study_accession;first_public;study_title;project_name;run_accession;sample_accession;sample_title;sample_description;library_name;library_selection;library_source;library_strategy;library_construction_protocol;library_layout;rna_integrity_num;instrument_platform;rt_prep_protocol;cell_line;cell_type;tissue_lib;tissue_type;host_phenotype;isolate;age;host_body_site;description;note;origin;Gtex;; 
PRJNA946747;30/03/2023;Transcriptome Profiling of Intact Bowel Wall Reveals that PDE1A and SEMA3D are Possible Markers with Roles in Enteric Smooth Muscle Apoptosis, Proliferative Disorders, and Autonomic Nervous Abnormality in Crohn's Disease.;Transcriptome Profiling of Intact Bowel Wall Reveals that PDE1A and SEMA3D are Possible Markers with Roles in Enteric Smooth Muscle Apoptosis, Proliferative Disorders, and Autonomic Nervous Abnormality in Crohn's Disease.;SRR23920442;SAMN33831183;iCD2, male, 23 years old;iCD2, male, 23 years old;GSM7106752;cDNA;TRANSCRIPTOMIC;RNA-Seq;A. Add 600 μL Lysis/Binding Buffer to the cell or tissue lysate. Then add 30 μL miRNA Homogenate Additive to homogenate, and mix well by vortexing or inverting the tube several times. Leave the mixture on ice for 10 min. B. Add a volume of Acid-Phenol: Chloroform that is equal to the lysate volume before addition of the miRNA Homogenate Additive. Centrifuge for 5 min at maximum speed (10,000 x g) to separate the aqueous and organic phases. Carefully remove the aqueous (upper) phase without disturbing the lower phase, and transfer it to a fresh tube. C. Add 1.25 volumes of room temperature 100% ethanol to the aqueous phase. D. Pipet the lysate/ethanol mixture (from the previous step) onto the Filter Cartridge (Note: Up to 700 μL can be applied to a Filter Cartridge at a time.). Centrifuge for 30 sec at 13,000 rpm to pass the mixture through the filter. Discard the flow-through. E. Apply 350 μL miRNA Wash Solution 1 to the Filter Cartridge and centrifuge for 30 sec at 13,000 rpm. Discard the flow-through from the Collection Tube, and replace the Filter Cartridge into the same Collection Tube. F. The 10 μL DNase I and 70 μL Buffer RDD QIAGEN (#79254) were mixed. Then the mixture was added to the Filter Cartridge. Leave it at the room temperature for 15 min. G. Apply 350 μL miRNA Wash Solution 1 to the Filter Cartridge and centrifuge for 30 sec at 13,000 rpm. Discard the flow-through from the Collection Tube, and replace the Filter Cartridge into the same Collection Tube. H. Apply 500 μL Wash Solution 2/3 and centrifuge for 30 sec at 13,000 rpm. Draw it through the Filter Cartridge as in the previous step. Repeat with a second 500 μL aliquot of Wash Solution 2/3. I. Spin the assembly for 1 min to remove residual fluid from the filter. Transfer the Filter Cartridge into a fresh Collection Tube. Apply 100 μL of pre-heated (95°C) Elution Solution to the center of the filter. Leave it at the room temperature for 2 min. Spin for 20–30 sec at maximum speed to recover the RNA. Collect the eluate (which contains the RNA) and store it at -70°C. 1 Ribo-Zero Deplete and Fragment RNA a. Add 5 μL rRNA Binding Buffer and 5 μL rRNA Removal Mix-Gold to each well with 10 μL total RNA (1 μg). Gently pipette the entire volume up and down 6 times to mix thoroughly. b. Incubate the PCR plate at 68°C for 5 min, and then place at room temperature for 1 min. c. Add 35 μL of rRNA Removal Beads to each well of the new PCR plate. Adjust the pipette to 45 μL, then with the tip of the pipette at the bottom of the well, pipette quickly up and down 20 times to mix thoroughly. Incubate at room temperature for 1 min. Place the PCR plate on the magnetic stand at room temperature for 1 min. Transfer all of the supernatant from each well to the corresponding well of the new PCR plate. d. Add 99 μL of RNAClean XP beads (If starting with degraded total RNA, add 193 μL of RNAClean XP beads to each well) to each well of the PCR plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. Incubate the PCR plate at room temperature for 15 min. e. Place the PCR plate on the magnetic stand at room temperature for 5 min. Remove and discard all of the supernatant from each well of the PCR plate. f. Add 200 μL freshly prepared 70% EtOH to each well. Incubate the PCR plate at room temperature for 30 s, and then remove and discard all of the supernatant from each well. Let the PCR plate stand at room temperature for 15 min to dry. g. Add 11 μL Elution Buffer to each well of the PCR plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. Incubate the PCR plate at room temperature for 2 min. Place the PCR plate on the magnetic stand at room temperature for 5 min. Transfer 8.5 μL supernatant from the PCR plate to the new 0.2 ml tube. h. Add 8.5 μL Elute, Prime, Fragment High Mix to each well of the plate. Gently pipette the entire volume up and down 6 times to mix thoroughly. i. Incubate at 94°C for 8 min, hold at 4°C, and then centrifuge shortly 2 Synthesize First Strand cDNA a. Add 8 μL First Strand Synthesis Act D Mix and SuperScript II Reverse Transcriptase in each well of the PCR plate. Gently pipette the entire volume up and down 6 times to mix thoroughly. b. The mixture was incubated in the following progress: 25°C for 10 min, 42°C for 15 min, 70°C for 15 min, hold at 4°C. 3 Synthesize Second Strand cDNA a. Add 5 μL End Repair Control (2 μL End Repair Control + 98 μL Resuspension Buffer) in each well of the PCR plate. b. Add 20 μL Second Strand Marking Master Mix. Gently pipette the entire volume up and down 6 times to mix thoroughly. c. Incubate at 16°C for 60 min. Remove the plate from the thermal cycler. 4 Purification a. Add 90 μL mixed AMPure XP beads to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. Incubate the plate at room temperature for 15 min. b. Place it on the magnetic stand at room temperature for 5 min. c. Remove and discard 135 μL supernatant from each well of the plate. d. With the plate on the magnetic stand, add 200 μL freshly prepared 80% EtOH to each well. Incubate the plate at room temperature for 30 s, and then remove and discard all of the supernatant from each well. e. Repeat step d one time. f. Let the plate stand at room temperature for 15 min to dry, and then remove the plate from the magnetic stand. g. Add 17.5 μL Resuspension Buffer to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. h. Incubate the plate at room temperature for 2 min. Then place the plate on the magnetic stand at room temperature for 5 min. i. Transfer 15 μL supernatant from the plate to the new PCR plate. 5 Adenylate 3' Ends a. Add 2.5 μL of diluted A-Tailing Control (1 μL A-Tailing Control + 99 μL Resuspension Buffer) to each well of the plate. b. Add 12.5 μL of A-Tailing Mix to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. c. The mixture was incubated in the following progress: 37°C for 30 min, 70°C for 5 min, hold at 4°C. 6 Ligate Adapters a. Add 2.5 μL of diluted Ligation Control (1 μL Ligation Control + 99 μLResuspension Buffer) to each well of the plate. b. Add 2.5 μL of Ligation Mix to each well of the plate. c. Add 2.5 μL of RNA Adapter Index to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. d. Incubate at 30°C for 10 min. e. Add 5 μL of Stop Ligation Buffer to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. 7 Purification a. Add 42 μL of mixed AMPure XP Beads to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. Incubate the plate at room temperature for 15 min. b. Place the plate on the magnetic stand at room temperature for 15 min or until the liquid is clear. c. Remove and discard 79.5 μL supernatant from each well of the plate. d. With the plate on the magnetic stand, add 200 μL freshly prepared 80% EtOH to each well. Incubate the plate at room temperature for 30 s, and then remove and discard all of the supernatant from each well. e. Repeat step d one time for a total of two 80% EtOH washes. f. With the plate on the magnetic stand, let the samples air-dry at room temperature for 15 min. Remove the plate from the magnetic stand. g. Add 52.5 μL Resuspension Buffer to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. h. Incubate the plate at room temperature for 2 min. Place the plate on the magnetic stand at room temperature for 5 minutes or until the liquid is clear. i. Transfer 50 μL supernatant from each well of the plate to the corresponding well of the new PCR plate. j. Add 50 μL of mixed AMPure XP Beads to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. Incubate the plate at room temperature for 15 min. k. Place the plate on the magnetic stand at room temperature for 15 min or until the liquid is clear. l. Remove and discard 95 μL supernatant from each well of the plate. m. With the plate on the magnetic stand, add 200 μL freshly prepared 80% EtOH to each well. Incubate the plate at room temperature for 30 s, and then remove and discard all of the supernatant from each well. n. Repeat step m one time for a total of two 80% EtOH washes. o. With the plate on the magnetic stand, let the samples air-dry at room temperature for 15 min, and then remove the plate from the magnetic stand. p. Add 22.5 μL Resuspension Buffer to each well of the plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. q. Incubate the plate at room temperature for 2 min. Place the plate on the magnetic stand at room temperature for 5 min or until the liquid is clear. r. Transfer 20 μL supernatant from each well of the plate to the corresponding well of the new PCR plate 8 Enrich DNA Fragments a. Add 5 μL of PCR Primer Cocktail to each well of the PCR plate. b. Add 25 μL of PCR Master Mix to each well of the PCR plate. Gently pipette the entire volume up and down to mix thoroughly. c. The mixture was incubated in the following progress: 1 cycle 98°C for 30 s 15 cycles 98°C for 10 s, 60°C for 30 s, 72°C for 30 s 1 cycle 72°C for 5 min hold at 10°C 9 Purification a. Add 50 μL of the mixed AMPure XP Beads to each well of the PCR plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. Incubate the PCR plate at room temperature for 15 min. b. Place the plate on the magnetic stand at room temperature for 15 min or until the liquid is clear. c. Remove and discard 95 μL supernatant from each well of the PCR plate. d. With the PCR plate on the magnetic stand, add 200 μL freshly prepared 80% EtOH to each well. Incubate the PCR plate at room temperature for 30 s, and then remove and discard all of the supernatant from each well. e. Repeat step d one time for a total of two 80% EtOH washes. f. With the PCR plate on the magnetic stand, let the samples air-dry at room temperature for 15 min, and then remove the plate from the magnetic stand. g. Add 32.5 μL Resuspension Buffer to each well of the PCR plate. Gently pipette the entire volume up and down 10 times to mix thoroughly. h. Incubate the PCR plate at room temperature for 2 min. Place the PCR plate on the magnetic stand at room temperature for 5 min or until the liquid is clear. i. Transfer 30 μL supernatant from each well of the PCR plate to the corresponding well of the new PCR plate 10 Validate library a. Load 1 μL sample on an Agilent Technologies 2100 Bioanalyze. b. Check the size and purity of the sample.;PAIRED;;ILLUMINA;;;;;colon, intact bowel wall;;;;;HiSeq X Ten sequencing: GSM7106752: iCD2, male, 23 years old Homo sapiens RNA-Seq;ulcerative colitis;healthy;Colon;;
PRJNA376161;25/01/2018;Coding and noncoding transcriptome sequencing of KRAS mutated colorectal tumors and adjacent tissues from cancer patients and KRAS mutated Aberrant Crypt Foci and matching normal crypts from healthy individuals [RNA-Seq];Homo sapiens;SRR5275294;SAMN06350954;RNA-seq on adjacent normal colon, patient #16;RNA-seq on adjacent normal colon, patient #16;;cDNA;TRANSCRIPTOMIC;RNA-Seq;CRYPTS: Laser Capture Microdissection of ACF and matched normal biopsies: an ArcturusXT Laser Capture Microdissection system was used to isolate a minimum of 1 mm2 of tissue (~10.000 cells) from 12 μm-thick frozen serial sections. For RNA extracted from ACF, depletion of rRNA was done using the RiboZero Magnetic Kit according to the “Protocol for Removal of rRNA from Small Amounts of Total RNA” (Clontech). Subsequently, dscDNA library preparation and amplification were done using the SMARTer Stranded RNA-Seq Kit (Clontech) according to the manufacturer's protocol.;SINGLE;;ILLUMINA;;;;;normal colonic crypt;;;;;Illumina HiSeq 2500 sequencing: GSM2496709: RNA-seq on normal crypts, patient #178 Homo sapiens RNA-Seq;;;Colon - Crypt of Lieberk�hn;;
PRJNA376161;25/01/2018;Coding and noncoding transcriptome sequencing of KRAS mutated colorectal tumors and adjacent tissues from cancer patients and KRAS mutated Aberrant Crypt Foci and matching normal crypts from healthy individuals [RNA-Seq];Homo sapiens;SRR5275288;SAMN06350959;RNA-seq on adjacent normal colon, patient #41;RNA-seq on adjacent normal colon, patient #41;;cDNA;TRANSCRIPTOMIC;RNA-Seq;CRYPTS: Laser Capture Microdissection of ACF and matched normal biopsies: an ArcturusXT Laser Capture Microdissection system was used to isolate a minimum of 1 mm2 of tissue (~10.000 cells) from 12 μm-thick frozen serial sections. For RNA extracted from ACF, depletion of rRNA was done using the RiboZero Magnetic Kit according to the “Protocol for Removal of rRNA from Small Amounts of Total RNA” (Clontech). Subsequently, dscDNA library preparation and amplification were done using the SMARTer Stranded RNA-Seq Kit (Clontech) according to the manufacturer's protocol.;SINGLE;;ILLUMINA;;;;;normal colonic crypt;;;;;Illumina HiSeq 2500 sequencing: GSM2496711: RNA-seq on normal crypts, patient #245 Homo sapiens RNA-Seq;;;Colon - Crypt of Lieberk�hn;;
PRJNA376161;25/01/2018;Coding and noncoding transcriptome sequencing of KRAS mutated colorectal tumors and adjacent tissues from cancer patients and KRAS mutated Aberrant Crypt Foci and matching normal crypts from healthy individuals [RNA-Seq];Homo sapiens;SRR5275314;SAMN06350933;RNA-seq on normal crypts, patient #165;RNA-seq on normal crypts, patient #165;;cDNA;TRANSCRIPTOMIC;RNA-Seq;CRYPTS: Laser Capture Microdissection of ACF and matched normal biopsies: an ArcturusXT Laser Capture Microdissection system was used to isolate a minimum of 1 mm2 of tissue (~10.000 cells) from 12 μm-thick frozen serial sections. For RNA extracted from ACF, depletion of rRNA was done using the RiboZero Magnetic Kit according to the “Protocol for Removal of rRNA from Small Amounts of Total RNA” (Clontech). Subsequently, dscDNA library preparation and amplification were done using the SMARTer Stranded RNA-Seq Kit (Clontech) according to the manufacturer's protocol.;SINGLE;;ILLUMINA;;;;;normal colonic crypt;;;;;Illumina HiSeq 2500 sequencing: GSM2496707: RNA-seq on normal crypts, patient #139 Homo sapiens RNA-Seq;;;Colon - Crypt of Lieberk�hn;;
PRJNA376161;25/01/2018;Coding and noncoding transcriptome sequencing of KRAS mutated colorectal tumors and adjacent tissues from cancer patients and KRAS mutated Aberrant Crypt Foci and matching normal crypts from healthy individuals [RNA-Seq];Homo sapiens;SRR5275312;SAMN06350935;RNA-seq on normal crypts, patient #245;RNA-seq on normal crypts, patient #245;;cDNA;TRANSCRIPTOMIC;RNA-Seq;CRYPTS: Laser Capture Microdissection of ACF and matched normal biopsies: an ArcturusXT Laser Capture Microdissection system was used to isolate a minimum of 1 mm2 of tissue (~10.000 cells) from 12 μm-thick frozen serial sections. For RNA extracted from ACF, depletion of rRNA was done using the RiboZero Magnetic Kit according to the “Protocol for Removal of rRNA from Small Amounts of Total RNA” (Clontech). Subsequently, dscDNA library preparation and amplification were done using the SMARTer Stranded RNA-Seq Kit (Clontech) according to the manufacturer's protocol.;SINGLE;;ILLUMINA;;;;;normal colonic crypt;;;;;Illumina HiSeq 2500 sequencing: GSM2496713: RNA-seq on normal crypts, patient #165 Homo sapiens RNA-Seq;;;Colon - Crypt of Lieberk�hn;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436584;SAMN37882025;Hc3;Hc3;GSM7848739;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848739: Hc3 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436577;SAMN37882018;Hc10;Hc10;GSM7848746;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848746: Hc10 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436578;SAMN37882019;Hc9;Hc9;GSM7848745;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848745: Hc9 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436581;SAMN37882022;Hc6;Hc6;GSM7848742;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848742: Hc6 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436582;SAMN37882023;Hc5;Hc5;GSM7848741;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848741: Hc5 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436586;SAMN37882027;Hc1;Hc1;GSM7848737;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848737: Hc1 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436579;SAMN37882020;Hc8;Hc8;GSM7848744;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848744: Hc8 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436580;SAMN37882021;Hc7;Hc7;GSM7848743;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848743: Hc7 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436583;SAMN37882024;Hc4;Hc4;GSM7848740;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848740: Hc4 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA1029930;29/10/2023;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;Transcriptomic profiling of lymphocytic colitis highlights distinct diarrhoeal pathomechanisms;SRR26436585;SAMN37882026;Hc2;Hc2;GSM7848738;cDNA;TRANSCRIPTOMIC;RNA-Seq;Biopsies preserved in AllProtect were homogenized in RLT buffer from RNeasy Mini Kit supplemented with 1% 2-mercaptoethanol in a TissueLyser II instrument (all from Qiagen, Hilden, Germany). Total RNA from homogenized biopsy samples was isolated using RNeasy Mini Kit (Qiagen) following the manufacturer's instructions. TruSeq ribozero gold kit;PAIRED;;ILLUMINA;;;;;Colon, whole mucosa;;;;;Illumina NovaSeq 6000 sequencing: GSM7848738: Hc2 Homo sapiens RNA-Seq;;;Colon, Mucosa;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812157;SAMN14972305;6532: Healthy.1;6532: Healthy.1;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559676: 6532: Healthy.1 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812191;SAMN14972284;7365: Healthy.9;7365: Healthy.9;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559710: 7365: Healthy.9 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812195;SAMN14972315;7372: Healthy.13;7372: Healthy.13;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559714: 7372: Healthy.13 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812196;SAMN14972314;7374: Healthy.14;7374: Healthy.14;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559715: 7374: Healthy.14 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812198;SAMN14972312;7376: Healthy.16;7376: Healthy.16;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559717: 7376: Healthy.16 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812184;SAMN14972333;7350: Healthy.2;7350: Healthy.2;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559703: 7350: Healthy.2 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812185;SAMN14972332;7351: Healthy.3;7351: Healthy.3;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559704: 7351: Healthy.3 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
PRJNA633861;01/07/2020;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;Transcriptomic changes of sigmoidal gut biopsies in psoriasis patients and healthy subjects;SRR11812186;SAMN14972289;7353: Healthy.4;7353: Healthy.4;;cDNA;TRANSCRIPTOMIC;RNA-Seq;RNA was isolated using the RNeasy Plus Universal Kits (Qiagen) and processed as per manufacturer's instructions. libraries were prepared using the TruSeq Stranded Total RNA Library Prep kit (Illumina) with Ribo-Zero Gold, according to the manufacturer's instructions.;PAIRED;;ILLUMINA;;;;;sigmoidal colon;;;;;Illumina HiSeq 4000 sequencing: GSM4559705: 7353: Healthy.4 Homo sapiens RNA-Seq;;;Colon, Sigmoid colon;;
